hpo_id	hpo_name	comment	definition_x
HP:0031014	Arteria lusoria		Usually, three large arteries arise from the arch of the aorta: the brachiocephalic trunk (divided into the right common carotid artery and the right subclavian artery), the left common carotid artery, and the left subclavian artery. However, when aberrant right subclavian artery variant is present, the brachiocephalic trunk is absent and four large arteries arise from the arch of the aorta: the right common carotid artery, the left common carotid artery, the left subclavian artery, and the final one with the most distal left sided origin, the right subclavian artery, also called the arteria lusoria. [PMID:25105156]
HP:0011370	Recurrent cutaneous fungal infections		Increased susceptibility to cutaneous fungal infections, as manifested by recurrent episodes of cutaneous fungal infections. []
HP:0009273	Deviation of the 4th finger		Displacement of the 4th finger from its normal position. [https://orcid.org/0000-0002-0736-9199]
HP:0009098	Chronic oral candidiasis		Chronic accumulation and overgrowth of the fungus Candida albicans on the mucous membranes of the mouth, generally manifested as associated with creamy white lesions on the tongue or inner cheeks, occasionally spreading to the gums, tonsils, palate or oropharynx. []
HP:0003765	Psoriasiform dermatitis	The label Psoriaform dermatitis is used to emphasize that this term is meant to describe the morhpological abnormality of the skin and not all of the manifestations of the disease psoriasis (which can also include itching and nail pitsand other manifestations).	A skin abnormality characterized by redness and irritation, with thick, red skin that displays flaky, silver-white patches (scales). [https://orcid.org/0000-0002-0736-9199]
HP:0040218	Reduced natural killer cell count		Less than normal number of natural killer cells, a type of lymphocyte in the innate immune system with an ability to mediate cytotoxicity and produce cytokines after the ligation of a germline-encoded activation receptor. [https://orcid.org/0000-0002-0736-9199, PMID:23993353]
HP:0040089	Abnormal natural killer cell count	In human peripheral blood, five NK cell subpopulations can be defined on the basis of the relative expression of the markers CD16 and CD56: (1) CD56bright CD16- (50-70% of CD56bright), (2) CD56bright CD16dim (30-50% of CD56bright), (3) CD56dim CD16-, (4) CD56dim CD16bright, and (5) CD56- CD16bright. In healthy individuals, populations (3) and (5) are numerically in the minority.	Any deviation from the normal overall count of natural killer (NK) cells in the circulation or a deviation from the normal distribution of NK cell subtypes. [PMID:19278419]
HP:0040024	Clinodactyly of the 3rd finger		
HP:0040022	Clinodactyly of the 2nd finger		
HP:0040025	Clinodactyly of the 4th finger		
HP:0003460	Decreased circulating total IgA		Undetectable serum immunoglobulin A level at a value < 5 mg/dL (0.05 g/L). [https://orcid.org/0000-0002-0736-9199]
HP:0020100	Unusual fungal infection		An unusual fungal infection that is regarded as a sign of a pathological susceptibility to infection by a fungal agent. []
HP:0032140	Decreased specific antibody response to vaccination		A reduced ability to synthesize postvaccination antibodies against toxoids and polysaccharides in vaccines, as measured by antibody titer determination following vaccination. [PMID:26018535]
HP:0032132	Decreased circulating total IgG	Reductions in total IgG levels in adolescents or adults may be classified as mild-moderate (300-600 mg/dL), significant (100-299 mg/dL), or profoundly reduced (less than 100 mg/dL). In adolescents and adults, a total immunoglobulin (IgG + IgM + IgA) level greater than 600 mg/dL, with confirmed normal antibody responses, probably excludes humoral deficiency. Total immunoglobulin levels of 400 to 600 mg/dL or IgG levels of 200 to 400 mg/dL may contain adequate amounts of antibody; this becomes less likely if total immunoglobulin levels are less than 400 mg/dL or serum IgG levels are less than 200 mg/dL.	A reduction beneath the normal level of total immunoglobulin G (IgG) in the blood. [PMID:17910333]
HP:0012475	Decreased circulating level of specific antibody		The presence of normal overall immunoglobulin levels with deficiency of specific immunoglobulins directed against a specific antigen or microorganism. [https://orcid.org/0000-0002-0736-9199, PMID:17100769]
HP:0004425	Flat forehead		A forehead with abnormal flatness. [https://orcid.org/0000-0002-0736-9199]
HP:0004188	Abnormal 4th finger morphology		
HP:0010976	B lymphocytopenia	Plasma B cells differentiate from B cells and secrete large amounts of antibodies.	An abnormal decrease from the normal count of B cells. [https://orcid.org/0000-0002-0736-9199]
HP:0010975	Abnormal B cell count		A deviation from the normal count of B cells, i.e., the cells that are formed in the bone marrow, migrate to the peripheral lymphatic system, and mature into plasma cells or memory cells. [https://orcid.org/0000-0002-0736-9199, MP:0002458]
HP:0010750	Dermatochalasis		Loss of elasticity of the upper and lower eyelids causing the skin to sag and bulge. [https://orcid.org/0000-0002-0736-9199]
HP:0000913	Posterior rib fusion		Complete or partial merging of the posterior part of adjacent ribs. [https://orcid.org/0000-0002-0736-9199]
HP:0002923	Rheumatoid factor positive		The presence in the serum of an autoantibody directed against the Fc portion of IgG. [https://orcid.org/0000-0002-0736-9199]
HP:0011406	Infancy onset short-trunk short stature		A type of disproportionate short stature characterized by a short trunk but a average-sized limbs with onset in infancy. [https://orcid.org/0000-0002-0736-9199]
HP:0040160	Generalized osteoporosis		
HP:0006247	Enlarged interphalangeal joints		
HP:0003423	Thoracolumbar kyphoscoliosis		
HP:0003371	Enlargement of the proximal femoral epiphysis		An abnormal enlargement of the proximal epiphysis of the femur. [https://orcid.org/0000-0002-0736-9199]
HP:0032436	Abnormal circulating C-reactive protein concentration	C-reactive protein (CRP) is produced by the liver, and increases in concentration in response to inflammation.	Any deviation from the normal concentration of C-reactive protein in the blood circulation. []
HP:0004582	Irregularity of vertebral bodies		
HP:0002944	Thoracolumbar scoliosis		
HP:0004267	Narrow small joints of the hand		
HP:0005155	Ventricular escape rhythm		A ventricular escape rhythm occurs whenever higher-lever pacemakers in AV junction or sinus node fail to control ventricular activation. Escape rate is usually 20-40 bpm, often associated with broad QRS complexes (at least 120 ms). []
HP:0001678	Atrioventricular block		Delayed or lack of conduction of atrial depolarizations through the atrioventricular node to the ventricles. [https://orcid.org/0000-0002-0736-9199]
HP:0003141	Increased LDL cholesterol concentration		An elevated concentration of low-density lipoprotein cholesterol in the blood. [https://orcid.org/0000-0002-0736-9199]
HP:0010980	Hyperlipoproteinemia		An abnormal increase in the level of lipoprotein cholesterol in the blood. [https://orcid.org/0000-0002-0736-9199]
HP:0030117	Absent muscle fiber emerin		Immunohistochemistry shows complete lack of emerin protein in the muscle biopsy. [HPO_CONTRIBUTOR:UToronto_htrang]
HP:0030116	Abnormal muscle fiber emerin		A deviation from normal of the amount of the inner nuclear membrane protein emerin in muscle tissue. [https://orcid.org/0000-0002-0736-9199]
HP:0002677	Small foramen magnum	The foramen magnum is the aperture through which the medulla oblongata enters and exits the skull. Stenosis of the foramen magnum can represent a risk for compression to the spinal cord.	An abnormal narrowing of the foramen magnum. [https://orcid.org/0000-0002-0736-9199]
HP:0002699	Abnormal foramen magnum morphology	The foramen magnum is the aperture through which the medulla oblongata enters and exits the skull.	Any abnormality of the foramen magnum. [https://orcid.org/0000-0002-0736-9199]
HP:0002651	Spondyloepimetaphyseal dysplasia		
HP:0005096	Distal femoral bowing		A bending or abnormal curvature of the distal portion of the femur. [https://orcid.org/0000-0002-0736-9199]
HP:0006461	Proximal femoral epiphysiolysis		Slipped capital femoral epiphysis is defined as a posterior and inferior slippage of the proximal epiphysis of the femur onto the metaphysis (femoral neck), occurring through the physeal plate during the early adolescent growth spurt. [https://orcid.org/0000-0002-0736-9199]
HP:0040261	Increased size of nasopharyngeal adenoids		An abnormal increase in the size of nasopharyngeal adenoids. []
HP:0040257	Abnormal size of nasopharyngeal adenoids		A deviation in the size of nasopharyngeal adenoids. [https://orcid.org/0000-0001-7941-2961]
HP:0040035	Abnormality of the fourth metatarsal bone		
HP:3000033	Abnormal nasopharyngeal adenoid morphology	"The adenoid, a mass of lymphatic tissue situated posterior to the nasal cavity, in the roof of the nasopharynx, where the nose blends into the throat. {xref=""https://orcid.org/0000-0001-5889-4463""}"	Any abnormality of nasopharyngeal adenoids. []
HP:0012316	Fibrous tissue neoplasm		Any neoplasm composed of fibrous tissue. [https://orcid.org/0000-0002-0736-9199]
HP:0004689	Short fourth metatarsal		Short fourth metatarsal bone. [https://orcid.org/0000-0002-0736-9199]
HP:0004592	Thoracic platyspondyly		A flattened vertebral body shape with reduced distance beween the vertebral endplates affecting the thoracic spine. [https://orcid.org/0000-0002-0736-9199]
HP:0001863	Toe clinodactyly		Bending or curvature of a toe in the tibial direction (i.e., towards the big toe). [https://orcid.org/0000-0002-0736-9199]
HP:0001739	Abnormal nasopharynx morphology	The nasopharynx (nasal part of the pharynx) lies behind the nose and above the level of the soft palate.	A structural anomaly of the nasopharynx. []
HP:0030426	Ossifying fibroma		A benign central bone tumor composed of fibrous connective tissue within which bone is formed. [https://orcid.org/0000-0002-0736-9199]
HP:0030427	Ossifying fibroma of the jaw	The mandible is most commonly affected.	A benign central bone tumor of the jaw composed of fibrous connective tissue within which bone is formed. [https://orcid.org/0000-0002-0736-9199]
HP:0030292	Tibial metaphyseal irregularity		Irregularity of the normally smooth surface of a metaphysis of a tibia. [https://orcid.org/0000-0002-0736-9199]
HP:0030293	Fibular metaphyseal irregularity		Irregularity of the normally smooth surface of a metaphysis of a fibula. [https://orcid.org/0000-0002-0736-9199]
HP:0010614	Fibroma		Benign tumors that are composed of fibrous or connective tissue. They can grow in all organs, arising from mesenchyme tissue. The term \fibroblastic\ or \fibromatous\ is used to describe tumors of the fibrous connective tissue. When the term fibroma is used without modifier, it is usually considered benign, with the term fibrosarcoma reserved for malignant tumors. [https://orcid.org/0000-0002-0736-9199]
HP:0008519	Abnormal coccyx morphology		Any structural abnormality of the coccyx. [https://orcid.org/0000-0002-0736-9199]
HP:0002825	Caudal appendage		The presence of a tail-like skin appendage located adjacent to the sacrum. [https://orcid.org/0000-0002-0736-9199]
HP:0040016	Prominent coccyx		
HP:0000593	Abnormal anterior chamber morphology		Abnormality of the anterior chamber, which is the space in the eye that is behind the cornea and in front of the iris. [https://orcid.org/0000-0002-0736-9199]
HP:0000537	Epicanthus inversus		A fold of skin starting at or just below the medial aspect of the lower lid and arching upward to cover, extend in front of and lateral to the medial canthus. [PMID:19125427]
HP:0008689	Bilateral cryptorchidism		Absence of both testes from the scrotum owing to failure of the testis or testes to descend through the inguinal canal to the scrotum. [https://orcid.org/0000-0002-0736-9199]
HP:0009237	Short 5th finger		Hypoplasia (congenital reduction in size) of the fifth finger, also known as the little finger. [https://orcid.org/0009-0006-4530-3154]
HP:0011020	Abnormality of mucopolysaccharide metabolism		An abnormality of the metabolism of mucopolysaccharide. [https://orcid.org/0000-0002-0736-9199]
HP:0006262	Aplasia/Hypoplasia of the 5th finger		A small/hypoplastic or absent/aplastic 5th finger. [https://orcid.org/0009-0006-4530-3154]
HP:0004371	Abnormality of glycosaminoglycan metabolism	A glycosaminoglycan is any polysaccharide containing a substantial proportion of aminomonosaccharide residues. Glycosaminoglycan (GAG) are long unbranched polysaccharides consisting of a repeating disaccharide unit. Among the most common GAGs are chondroitin sulfate, dermatan sulfate, chondroitin sulfate, keratan sulfate, heparan sulfate, and hyaluronan.	Abnormality of glycosaminoglycan metabolism. [https://orcid.org/0000-0002-0736-9199]
HP:0010761	Broad columella		Increased width of the columella. [PMID:19152422]
HP:0009839	Osteolytic defects of the distal phalanges of the hand		
HP:0009771	Osteolytic defects of the phalanges of the hand		Dissolution or degeneration of bone tissue of the phalanges of the hand. [https://orcid.org/0000-0002-0736-9199]
HP:0009699	Osteolytic defects of the hand bones		
HP:0006335	Persistence of primary teeth	The primary teeth are usually shed and replaced by the permanent teeth, usually by the age of six years. Persistence of primary teeth may be related to agenesis of the permanent teeth. Molar primary teeth may be persistent because of the agenesis of the premolars.	Persistence of the primary teeth beyond the age by which they normally are shed and replaced by the permanent teeth. [https://orcid.org/0000-0002-9338-3017]
HP:0000680	Delayed eruption of primary teeth		Delayed tooth eruption affecting the primary dentition. [https://orcid.org/0000-0002-9338-3017]
HP:0012712	Mild hearing impairment		The presence of a mild form of hearing impairment. [https://orcid.org/0000-0002-0736-9199]
HP:0012532	Chronic pain	Acute pain is provoked by a specific disease or injury, serves a useful biologic purpose, is associated with skeletal muscle spasm and sympathetic nervous system activation, and is self-limited. Chronic pain, in contrast, may be considered a disease state. It is pain that outlasts the normal time of healing.	Persistent pain, usually defined as pain that has lasted longer than 3 to 6 months. [https://orcid.org/0000-0002-0736-9199, PMID:1875958]
HP:0000264	Abnormal mastoid morphology		An abnormality of the mastoid process, which is the conical prominence projecting from the undersurface of the mastoid portion of the temporal bone. [https://orcid.org/0000-0002-0736-9199]
HP:0010884	Acromelia		Shortening of the extremities affecting primarily the distal parts of the limbs (hands and feet) in relation to the other segments of the limbs. [https://orcid.org/0000-0002-0736-9199]
HP:0030353	Decreased serum insulin-like growth factor 1		A reduced level of insulin-like growth factor 1 (IGF1) in the blood circulation. [https://orcid.org/0000-0002-0736-9199]
HP:0030352	Abnormal serum insulin-like growth factor 1 level		An anomalous level of insulin-like growth factor 1 (IGF1) in the blood circulation. [https://orcid.org/0000-0002-0736-9199]
HP:0008598	Mild conductive hearing impairment	Conductive hearing impairment with 21-40 dB deficit.	A mild form of conductive hearing impairment. [https://orcid.org/0000-0002-0736-9199]
HP:0005906	Delayed pneumatization of the mastoid process		An abnormally reduced degree of pneumatization (i.e., formation of air cells) in the mastoid process with respect to age-dependent norms. [https://orcid.org/0000-0002-0736-9199]
HP:0045039	Osteolysis involving bones of the upper limbs		
HP:0005789	Generalized osteosclerosis		An abnormal increase of bone mineral density with generalized involvement of the skeleton. [https://orcid.org/0000-0002-0736-9199]
HP:0011910	Shortening of all phalanges of fingers		Abnormal reduction in length affecting all phalanges. [https://orcid.org/0000-0002-0736-9199]
HP:0011341	Long upper lip		Increased width of the upper lip. [HPO_CONTRIBUTOR:DDD_jhurst]
HP:0006409	Progressive leg bowing		Progressive bending or abnormal curvature of the leg. [https://orcid.org/0000-0002-0736-9199]
HP:0005871	Metaphyseal chondrodysplasia	The term metaphyseal chondrodysplasia is usually used to describe a disease but is often also used to describe the corresponding phenotypic appearance. This use is retained in the HPO for convenience, but if possible a precise phenotypic description is preferred.	An abnormality of skeletal development characterized by a disturbance of the metaphysis and its histological structure with relatively normal epiphyses and vertebrae. [https://orcid.org/0000-0002-0736-9199, PMID:335375]
HP:0008213	Gonadotropin deficiency		A reduced ability to secrete gonadotropins, which are protein hormones secreted by gonadotrope cells of the anterior pituitary gland, including the hormones follitropin (FSH) and luteinizing hormone (LH). [https://orcid.org/0000-0002-0538-4547]
HP:0002788	Recurrent upper respiratory tract infections		An increased susceptibility to upper respiratory tract infections as manifested by a history of recurrent upper respiratory tract infections (running ears - otitis, sinusitis, pharyngitis, tonsillitis). [https://orcid.org/0000-0002-0736-9199]
HP:0010042	Aplasia/Hypoplasia of the 4th metacarpal		Aplasia or Hypoplasia affecting the 4th metacarpal. [https://orcid.org/0000-0002-0736-9199]
HP:0010044	Short 4th metacarpal		Short fourth metacarpal bone. [https://orcid.org/0000-0002-0736-9199]
HP:0010012	Abnormal 4th metacarpal morphology		Any abnormality of the fourth metacarpal bone. [https://orcid.org/0000-0002-0736-9199]
HP:0002444	Hypothalamic hamartoma	Hypothalamic hamartoma is a malformation, not a tumor. Hypothalamic hamartomas grow at the rate of, or slower than, the surrounding brain tissue. A hamartoma of the hypothalamus appears as a non-enhancing mass in the floor of the third ventricle posterior to the optic chiasm that is isointense to grey matter on T1 and T2 pulse sequences of an MRI, but may have distinct intensity on FLAIR (neither cranial CT examination nor cranial ultrasound examination is adequate for diagnosis of hypothalamic hamartom). Individuals with hypothalamic hamartomas may have neurologic symptoms, although most are asymptomatic. Removal of the hypothalamic hamartoma is not indicated and often results in iatrogenic pituitary insufficiency.	The presence of a hamartoma of the hypothalamus. [https://orcid.org/0000-0002-0736-9199]
HP:0009971	Polydactyly affecting the 4th finger		
HP:0009958	Polydactyly affecting the 3rd finger		
HP:0011939	3-4 finger cutaneous syndactyly		A soft tissue continuity in the A/P axis between fingers 3 and 4. [https://orcid.org/0000-0002-0736-9199]
HP:0009731	Cerebral hamartoma	Hamartomatous lesions (benign focal lesions composed of disorganized tissue elements) affecting and sometimes originating from the cerebrum.	The presence of a hamartoma of the cerebrum. [https://orcid.org/0000-0002-0736-9199]
HP:0011748	Adrenocorticotropic hormone deficiency		A reduced ability to secrete adrenocorticotropic hormone (ACTH), a hormone that stimulates the adrenal cortex to secrete of glucocorticoids such as cortisol. [https://orcid.org/0000-0002-0538-4547]
HP:0011734	Central adrenal insufficiency		A form of adrenal insufficiency related to a lack of ACTH, which leads to a decrease in the production of cortisol by the adrenal glands. Aldosterone production is not usually affected. [https://orcid.org/0000-0002-0538-4547]
HP:0011026	Aplasia/Hypoplasia of the vagina		Aplasia or developmental hypoplasia of the vagina. [https://orcid.org/0000-0002-0736-9199]
HP:0010554	Cutaneous finger syndactyly	"We have set an arguably arbitrary threshold to distinguish the object form the subjective finding. While severe degrees of cutaneous syndactyly are clearly objective, more subtle degrees are subjective. We set this threshold to distinguish these two situations. The digits (or parts of) are joined together by tissue that is not normally present between the digits at that point in the P/D axis. A modifier of ""complete"" may be used if the cutaneous syndactyly extends to the distal end of the nail bed of the digits. The affected digits should be specified. Note that the unqualified term ""syndactyly"" is no longer allowed as it is unclear whether this refers to bony or cutaneous syndactyly."	A soft tissue continuity in the A/P axis between two fingers that extends distally to at least the level of the proximal interphalangeal joints, or a soft tissue continuity in the A/P axis between two fingers that lies significantly distal to the flexion crease that overlies the metacarpophalangeal joint of the adjacent fingers. [PMID:19125433]
HP:0040086	Abnormal prolactin level		
HP:0006159	Mesoaxial hand polydactyly		The presence of a supernumerary finger (not a thumb) involving the third or fourth metacarpal with associated osseous syndactyly. [https://orcid.org/0000-0002-0736-9199]
HP:0006136	Bilateral postaxial polydactyly		
HP:0000871	Panhypopituitarism		A pituitary functional deficit affecting all the anterior pituitary hormones (growth hormone, thyroid-stimulating hormone, follicle-stimulating hormone, luteinizing hormone, adrenocorticotropic hormone, and prolactin). [https://orcid.org/0000-0002-0736-9199, PMID:12466332]
HP:0000835	Adrenal hypoplasia		Developmental hypoplasia of the adrenal glands. [https://orcid.org/0000-0002-0736-9199]
HP:0000749	Paroxysmal bursts of laughter		
HP:0000695	Natal tooth	A tooth erupting between the second and fourth month is called a neonatal tooth. A natal tooth is uncommon, the prevalence at birth is 1/2000 to 1/3500 birth. In 85%, the erupted tooth is the deciduous lower incisors, and in 5%, it concerns upper incisors or molars, and in 10%, it involves supernumerary teeth. Natal teeth are usually mobile and lack root formation.	A tooth present at birth or erupting within the first month of life. [PMID:19125428, PMID:31468724]
HP:0003048	Radial head subluxation		Partial dislocation of the head of the radius. [https://orcid.org/0000-0002-0736-9199]
HP:0000273	Facial grimacing		
HP:0100260	Mesoaxial polydactyly		The presence of a supernumerary finger or toe (not a thumb or hallux) involving the third or fourth metacarpal/tarsal with associated osseous syndactyly. [PMID:19125433]
HP:0000191	Accessory oral frenulum	This finding is assessed by gently retracting the oral mucosa from the alveolar ridge. Typically there is a single maxillary and a single mandibular frenulum located in the midline between the two central incisors. Abnormalities of the alveolar ridges may accompany accessory frenula, but these should be assessed separately.	Extra fold of tissue extending from the alveolar ridge to the inner surface of the upper or lower lip. [PMID:19125428]
HP:0200117	Recurrent upper and lower respiratory tract infections		Increased susceptibility to upper and lower respiratory tract infections, as manifested by recurrent episodes of upper and lower respiratory tract infections. []
HP:0007601	Midline facial capillary hemangioma		
HP:0012165	Oligodactyly		A developmental defect resulting in the presence of fewer than the normal number of digits. [https://orcid.org/0000-0002-0736-9199]
HP:0030799	Scaphocephaly	Dolichocephaly is a term in wide use to describe any long narrow head, with a cephalic index usually below 75%. Scaphocephaly, derived from the Greek skaphe (a light boat or skiff), describes a specific variety of a long narrow head that resembles an inverted\nboat with a keel. Scaphocephaly thus refers to an inverted keellike appearance to the skull, with the widest part of the skull in the temporal rather than parietal area and with palpable ridging over part or all of the sagittal suture (PMID:16156241).	Scaphocephaly is a subtype of dolichocephaly where the anterior and posterior aspects of the cranial vault are pointed (boat-shaped). Scaphocephaly is caused by a precocious fusion of sagittal suture without other associated synostosis. [https://orcid.org/0000-0002-0736-9199, PMID:16156241, PMID:23960302]
HP:0010958	Bilateral renal agenesis		A bilateral form of agenesis of the kidney. [https://orcid.org/0000-0002-0736-9199]
HP:0030431	Osteochondroma		A cartilage capped bony outgrowth of a long bone. Osteochondroma arises on the external surface of bone containing a marrow cavity that is continuous with that of the underlying bone. [https://orcid.org/0000-0002-0736-9199, PMID:18271966]
HP:0033079	Aplasia/Hypoplasia of the thyroid gland		Absence or underdevelopment of the thyroid gland. []
HP:0010821	Focal emotional seizure with laughing	This seizure type is characteristic of seizures arising in the hypothalamus (see hypothalamic hamartoma), but can occur in seizures arising in the frontal or temporal lobes.	Focal emotional seizure with laughing (gelastic) is characterized by bursts of laughter or giggling, usually without appropriate related emotion of happiness, and described as 'mirthless'. [https://orcid.org/0000-0002-0736-9199, PMID:28276060, PMID:28276064]
HP:0008751	Laryngeal cleft	Embryologically, the trachea and esophagus share a common lumen until they are separated by the development of the tracheoesophageal septum. Failure of this fusion and incomplete development of the tracheoesophageal septum may lead to congenital abnormalities such as isolatedlaryngeal cleft, tracheoesophageal fistula, and esophageal atresia, depending on the severity of the abnormality. Patients with laryngeal cleft may present with feeding difficulty, chronic cough, stridor, pneumonia or respiratory distress, depending on the size of the cleft.	Presence of a gap in the posterior laryngotracheal wall with a continuity between the larynx and the esophagus. [https://orcid.org/0000-0002-0736-9199, PMID:17178945]
HP:0025613	Focal emotional seizure	Focal emotional seizures are characterized by alterations in mood or emotion, or the appearance of altered emotion without the subjective emotion, at seizure onset. These emotional seizures may occur with or without objective clinical signs of a seizure evident to the observer. Emotions include: fear/anxiety/panic, laughing (gelastic), crying (dacrystic), pleasure, anger.	Seizures presenting with an emotion or the appearance of having an emotion as an early prominent feature, such as fear, spontaneous joy or euphoria, laughing (gelastic), or crying, (dacrystic). These emotional seizures may occur with or without objective clinical signs of a seizure evident to the observer. [PMID:28276060, PMID:28276062, PMID:28276064]
HP:0005990	Thyroid hypoplasia		Developmental hypoplasia of the thyroid gland. [https://orcid.org/0000-0002-0736-9199]
HP:0005917	Supernumerary metacarpal bones		The presence of more than the normal number of metacarpal bones. [https://orcid.org/0000-0002-0736-9199]
HP:0010564	Bifid epiglottis		A midline anterior-posterior cleft of the epiglottis that involves at least two-thirds of the epiglottic leaf. It is a useful feature for clinical diagnosis because it appears to be very rare in syndromes other than Pallister-Hall-Syndrome and is also rare as an isolated malformation. [https://orcid.org/0000-0002-0736-9199]
HP:0030021	Auricular tag	The tag can be located on either side of the pinna.	Small protrusion within the pinna. [eom:1b6d89bad30b8f18, PMID:19152421]
HP:0030010	Hydrometrocolpos	"Usually hydrometrocolpos manifests at puberty caused by an obstruction of the female genital tract.The most frequent cause of hydrometrocolpos is the presence of imperforate hymen due to failure of partial resorption of this membrane during the embryonic development. {xref=""PMID:24046799""}"	Hydrometrocolpos is an accumulation of uterine and vaginal secretions as well as menstrual blood in the uterus and vagina. [PMID:24046799]
HP:0008245	Pituitary hypothyroidism		A type of hypothyroidism that results from a defect in thyroid-stimulating hormone secretion. [https://orcid.org/0000-0002-0736-9199]
HP:0008240	Secondary growth hormone deficiency		
HP:0010043	Aplasia of the 4th metacarpal		Absence of the fourth long bone of the hand. [https://orcid.org/0000-0002-0736-9199]
HP:0010048	Aplasia of metacarpal bones		Developmental defect associated with absence of one or more metacarpal bones. [https://orcid.org/0000-0002-0736-9199]
HP:0010037	Aplasia of the 2nd metacarpal		Absence of the second long bone of the hand. [https://orcid.org/0000-0002-0736-9199]
HP:0010036	Aplasia/Hypoplasia of the 2nd metacarpal		Aplasia or Hypoplasia affecting the 2nd metacarpal. [https://orcid.org/0000-0002-0736-9199]
HP:0010010	Abnormal 2nd metacarpal morphology		Any abnormality of the second metacarpal bone. [https://orcid.org/0000-0002-0736-9199]
HP:0009825	Aplasia involving bones of the extremities		
HP:0009817	Aplasia involving bones of the lower limbs		
HP:0009556	Absent tibia		Absence of the tibia. [https://orcid.org/0000-0002-0736-9199]
HP:0009486	Radial deviation of the hand		An abnormal position of the hand in which the wrist is bent toward the radius (i.e., toward the thumb). [https://orcid.org/0000-0002-0736-9199]
HP:0009485	Radial deviation of the hand or of fingers of the hand		
HP:0006433	Radial dysplasia		Radial dysplasia, also known as radial longitudinal deficiency, includes radial clubhand and is a disfiguring, and potentially disabling, congenital limb anomaly. The entire upper limb may be involved, although the defect is most evident in the forearm and hand. Affected children suffer a variable degree of hypoplasia or absence of the preaxial skeleton and soft tissues, in particular the thumb, radius, and dorsoradial soft tissues. The hand is usually radially deviated and subluxated off the distal aspect of the ulna, the ulna may be shortened and have a bow-shaped deformity, and there is no true wrist (radiocarpal) joint in Bayne2 type-III and IV radial dysplasia. [PMID:29257019]
HP:0006426	Rudimentary to absent tibiae		
HP:0001839	Split foot		A condition in which middle parts of the foot (toes and metatarsals) are missing giving a cleft appearance. The severity is very variable ranging from slightly hypoplastic 3rd toe over absent 2nd or 3rd toes as far as oligo- or monodactyl feet. [https://orcid.org/0009-0006-4530-3154]
HP:0012386	Absent hallux		Aplasia of the hallux, that is, a development defect such that the big toe does not develop. [https://orcid.org/0000-0002-0736-9199]
HP:0004987	Mesomelic leg shortening		Shortening of the middle parts of the leg in relation to the upper and terminal segments. [https://orcid.org/0009-0006-4530-3154]
HP:0001849	Foot oligodactyly		A developmental defect resulting in the presence of fewer than the normal number of toes. [https://orcid.org/0000-0002-0736-9199]
HP:0004059	Radial club hand		Wrist is bent inward toward the thumb because of a congenital defect associated with shortening or absence of the radius. [https://orcid.org/0000-0002-0736-9199, PMID:28603568]
HP:0005929	Synostosis involving the tibia		
HP:0005928	Synostosis involving the fibula		
HP:0005892	Proximal tibial and fibular fusion		
HP:0030032	Partial absence of foot		An incomplete absence of the foot, with no bony elements distal to the tarsals, but with preservation of some or all of the tarsals. [eom:6a2c173d3d7e3219, PMID:19125433]
HP:0000892	Bifid ribs		A bifid rib refers to cleavage of the sternal end of a rib, usually unilateral. Bifid ribs are usually asymptomatic, and are often discovered incidentally by chest x-ray. [https://orcid.org/0000-0002-0736-9199]
HP:0000289	Broad philtrum	The mean width of the philtrum was found to be 7 mm in infants by Franz and Sokol [1971] and 9.7 mm in adults by Ward and Jamison [1991]. Measuring width of the philtrum is even more inaccurate than measuring length (vide supra). A broad philtrum may be associated with reduced ridge prominence or a shallow groove, a Smooth philtrum, which should be assessed and coded separately. It may be found with a broad nasal septum.	Distance between the philtral ridges, measured just above the vermilion border, more than 2 standard deviations above the mean, or alternatively, an apparently increased distance between the ridges of the philtrum. [PMID:19152422]
HP:0010173	Aplasia/Hypoplasia of the phalanges of the toes		
HP:0031423	Small cerebellar cortex		Reduced size of the cerebellar cortex. [HPO_CONTRIBUTOR:RGD_gth]
HP:0031282	Malalignment of the great toenail	See Figure 1 of PMID:27171597.	A lateral deviation of the nail plate of the great toe along the longitudinal axis due to the lateral rotation of the nail matrix. The nail plate grows out in ridges. [PMID:27171597]
HP:0011326	Anterior plagiocephaly	Anterior plagiocephaly may have synostotic or non-synostotic causes.	Asymmetry of the anterior part of the skull. [https://orcid.org/0000-0002-2972-5481]
HP:0000878	11 pairs of ribs	Normally, there are 12 pairs of ribs.	Presence of only 11 pairs of ribs. [https://orcid.org/0000-0002-0736-9199]
HP:0000851	Congenital hypothyroidism		A type of hypothyroidism with congenital onset. [https://orcid.org/0000-0002-0736-9199]
HP:0000687	Widely spaced teeth	Wide spacing can be secondary to increased room by an unusually large dental arch, microdontia or mixed primary and secondary dentition. It should be carefully noted that slight spacing between the primary teeth is normal, so experience in evaluation is important in determining this feature. This descriptor must be distinguished from Diastema.	Increased spaces (diastemata) between most of the teeth in the same dental arch. [PMID:19125428]
HP:0012810	Wide nasal base	There is a marked difference in width of the nasal base depending on ethnic background.	Increased distance between the attachments of the alae nasi to the face. [https://orcid.org/0000-0002-0736-9199, PMID:19152422]
HP:0012808	Abnormal nasal base norphology		An anomaly of the nasal base, which can be conceived of as an imaginary line between the most lateral points of the external inferior attachments of the alae nasi to the face. [https://orcid.org/0000-0002-0736-9199, PMID:19152422]
