disorder_id,name,orpha_code,definition,prevalence_geo
17916,Autosomal recessive spastic paraplegia type 35,171629,"Autosomal recessive spastic paraplegia type 35 is a rare form of hereditary spastic paraplegia characterized by childhood (exceptionally adolescent) onset of a complex phenotype presenting with lower limb (followed by upper limb) spasticity with hyperreflexia and extensor plantar responses, with additional manifestations including progressive dysarthria, dystonia, mild cognitive decline, extrapyramidal features, optic atrophy and seizures. White matter abnormalities and brain iron accumulation have also been observed on brain magnetic resonance imaging.",Worldwide=<1 / 1 000 000
21924,Fatty acid hydroxylase-associated neurodegeneration,329308,"Fatty acid hydroxylase-associated neurodegeneration (FAHN) is a very rare, autosomal recessive form of neurodegeneration with brain iron accumulation (NBIA) characterized by childhood-onset focal dystonia, progressive spastic paraplegia that progresses to tetra paresis, ataxia, dysarthria, intellectual decline, and oculomotor disturbances (optic atrophy), accompanied by iron deposition in the globus pallidus.",Worldwide=<1 / 1 000 000
2184,KBG syndrome,2332,"A rare congenital malformation syndrome characterized by a typical facial dysmorphism, macrodontia of the permanent upper central incisors, short stature, skeletal anomalies, developmental delay and behavioral abnormalities.",Unknown
19864,16q24.3 microdeletion syndrome,261250,"16q24.3 microdeletion syndrome is a recently described syndrome associated with variable developmental delay, facial dysmorphism, seizures and autistic spectrum disorder.",Worldwide=<1 / 1 000 000
3036,Intellectual disability-developmental delay-contractures syndrome,3454,"Intellectual disability-developmental delay-contractures syndrome, formerly known as Wieacker-Wolff syndrome, is a severe X-linked recessive neurodevelopmental disorder characterized by severe contractures (arthrogryposis; see this term) and intellectual disability.",Worldwide=<1 / 1 000 000
19663,Oligodendroglioma,251627,"A rare glial tumor characterized by a highly cellular lesion that is diffusly infiltrating at the periphery and consists of evenly-spaced monomorphic cells with the oligodendroglial phenotype. It typically occurs in the supratentorial white matter. Histologically, the cells are uniformly round to oval with round nuclei, delicate chromatin and small nucleoli. Most patients present with seizures.",Unknown
19664,Anaplastic oligodendroglioma,251630,"A rare glial tumor characterized by a grade III oligodendroglial tumour with focal or diffuse anaplastic features. It typically occurs in the supratentorial white matter. Histologically, the cells are enlarged and epithelioid with pleomorphic and increased size nuclei, a vesicular chromatin pattern and prominent nucleoli. Most patients present with seizures.",Unknown
21492,Young adult-onset distal hereditary motor neuropathy,314485,"Young adult-onset distal hereditary motor neuropathy is a rare autosomal recessive distal hereditary motor neuropathy characterized by slowly progressive muscular weakness, hypotonia and atrophy of the lower limbs, more pronounced distally, leading to paralysis, and loss of tendon reflexes. Additional features may include pes cavus and mild dysphonia. The upper limbs are relatively spared.",Worldwide=<1 / 1 000 000
23470,DNAJB2-related Charcot-Marie-Tooth disease type 2,443950,"A rare autosomal recessive axonal hereditary motor and sensory neuropathy characterized by adolescent or adult onset of slowly progressive muscle weakness and atrophy of the distal lower limbs progressing to involve also the upper limbs and proximal muscles, and sensory impairment. Patients present gait disturbances and loss of reflexes, at later stages loss of ambulation, dysarthria, dysphagia, facial weakness, and impairment of respiratory muscles requiring assisted ventilation.",Worldwide=<1 / 1 000 000
22859,Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome,401959,"Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome is a rare, hereditary, cerebral malformation with epilepsy syndrome characterized by severe global developmental delay with no ability to walk and no verbal language, intractable epilepsy, partial agenesis of the corpus callosum and cerebellar vermis hypoplasia with posterior fossa cysts.",Worldwide=<1 / 1 000 000
17925,Lissencephaly due to TUBA1A mutation,171680,"Lissencephaly (LIS) due to TUBA1A mutation is a congenital cortical development anomaly due to abnormal neuronal migration involving neocortical and hippocampal lamination, corpus callosum, cerebellum and brainstem. A large clinical spectrum can be observed, from children with severe epilepsy and intellectual and motor deficit to cases with severe cerebral dysgenesis in the antenatal period leading to pregnancy termination due to the severity of the prognosis.",Worldwide=<1 / 1 000 000
24201,Tubulinopathy-associated dysgyria,467166,"A rare genetic central nervous system malformation characterized by dysplasia of the superior cerebellum (especially the vermis), brainstem asymmetry, dysplasia of the basal ganglia, and cortical irregularities with asymmetric abnormalities in gyral size and orientation, as well as varying sulcal depth, but without lissencephaly, pachygyria, or polymicrogyria. Clinically, patients present global developmental delay with motor development usually being more affected that speech. Variable features are abnormal eye movements including oculomotor apraxia, strabismus, seizures, and behavioral problems.",Worldwide=<1 / 1 000 000
19511,Progressive cerebello-cerebral atrophy,247198,,Worldwide=<1 / 1 000 000
1481,Congenital contractural arachnodactyly,115,"Congenital contractural arachnodactyly (CCA, Beals syndrome) is a connective tissue disorder characterized by multiple flexion contractures, arachnodactyly, severe kyphoscoliosis, abnormal pinnae and muscular hypoplasia.",Unknown
173,Classic homocystinuria,394,"Classical homocystinuria due to cystathionine beta-synthase (CbS) deficiency is characterized by the multiple involvement of the eye, skeleton, central nervous system, and vascular system.",Europe=1-9 / 100 000
21665,Combined oxidative phosphorylation defect type 13,319514,"Combined oxidative phosphorylation defect type 13 is a rare mitochondrial disease due to a defect in mitochondrial protein synthesis characterized by normal early development followed by the sudden onset in infancy of poor feeding, dysphagia, truncal (followed by global) hypotonia, motor regression, abnormal movements (i.e. severe dystonia of limbs, choreoathetosis, facial dyskinesias) and reduced tendon reflexes. The disease course is severe but nonprogressive.",Worldwide=<1 / 1 000 000
22479,Acute infantile liver failure-multisystemic involvement syndrome,370088,"A rare, genetic, parenchymal hepatic disease characterized by acute liver failure, that occurs in the first year of life, which manifests with failure to thrive, hypotonia, moderate global developmental delay, seizures, abnormal liver function tests, microcytic anemia and elevated serum lactate. Other associated features include hepatosteatosis and fibrosis, abnormal brain morphology, and renal tubulopathy. Minor illness exacerbates deterioration of liver failure.",Worldwide=<1 / 1 000 000
17610,Pontocerebellar hypoplasia type 6,166073,"A rare, genetic form of pontocerebellar hypoplasia (PCH) characterized by neocortical and severe cerebral cortical atrophy associated with pontocerebellar hypoplasia with the pons and cerebellum equally affected. Clinically the disorder manifests at birth with hypotonia, clonus, epilepsy impaired swallowing and from infancy by progressive microcephaly, spasticity and lactic acidosis.",Worldwide=<1 / 1 000 000
21965,Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome,330054,"Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome is a rare, genetic, mitochondrial myopathy disorder characterized by congenital cataract, progressive muscular hypotonia that particularly affects the lower limbs, reduced deep tendon reflexes, sensorineural hearing loss, global development delay and lactic acidosis. Muscle biopsy reveals reduced complex I, II and IV respiratory chain activity.",Worldwide=<1 / 1 000 000
22340,Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome,363694,"Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome is a rare, genetic, mitochondrial disease characterized by early-onset progressive renal failure, manifesting with hyperuricemia, hyponatremia, hypomagnesemia, hypochloremic metabolic alkalosis, elevated BUN and polyuria, associated with systemic manifestations which include pulmonary hypertension, failure to thrive, global developmental delay, hypotonia and ventricular hypertrophy. Additional features include prematurity, elevated serum lactate, diabetes mellitus and, in some, pancytopenia.",Worldwide=<1 / 1 000 000
18849,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,217371,"A rare mitochondrial respiratory chain deficiency due to TRMU deficiency leading to mitochondrial tRNA synthesis defect and characterized clinically by transient, but life-threatening acute liver failure episodes.",Worldwide=<1 / 1 000 000
11269,Pyruvate dehydrogenase E1-alpha deficiency,79243,"A disorder that is the most frequent form of pyruvate dehydrogenase deficiency (PDHD) characterized by variable lactic acidosis, impaired psychomotor development, hypotonia and neurological dysfunction.",Unknown
22843,Lipoyl transferase 1 deficiency,401862,"Lipoyl transferase 1 deficiency is a very rare inborn error of metabolism disorder, with a highly variable phenotype, typically characterized by neonatal to infancy-onset of seizures, psychomotor delay, and abnormal muscle tone that may include hypo- and/or hypertonia, resulting in generalized weakness, dystonic movements, and/or progressive respiratory distress, associated with severe lactic acidosis and elevated lactate, ketoglutarate and 2-oxoacids in urine. Additional manifestations may include dehydration, vomiting, signs of liver dysfunction, extrapyramidal signs, spastic tetraparesis, brisk deep tendon reflexes, speech impairment, swallowing difficulties, and pulmonary hypertension.",Worldwide=<1 / 1 000 000
878,Multiple symmetric lipomatosis,2398,"A rare subcutaneous tissue disease characterized by growth of symmetric non-encapsulated masses of adipose tissue mostly around the face and neck, with variable clinical repercussions (e.g. reduced neck mobility, compression of respiratory structures).",Italy=1-9 / 100 000
14520,Autosomal dominant Charcot-Marie-Tooth disease type 2A2,99947,"A subtype of Autosomal dominant Charcot-Marie-Tooth disease type 2 characterized by the childhood onset of distal weakness and areflexia (with earlier and more severe involvement of the lower extremities), reduced sensory modalities (primarily pain and temperature sensation), foot deformities, postural tremor, scoliosis and contractures. Optic atrophy, vocal cord palsy with dysphonia, sensorineural hearing loss, spinal cord abnormalities and hydrocephalus have also been reported.",Unknown
14513,Autosomal dominant Charcot-Marie-Tooth disease type 2F,99940,"A form of axonal Charcot-Marie-Tooth disease, a peripheral sensorimotor neuropathy, characterized by symmetric weakness primarily occurring in the lower limbs (distal muscles in a majority of cases) and reaching the arms only after 5 to 10 years, occasional and predominantly distal sensory loss and reduced tendon reflexes. It presents with gait anomaly between the 1st and 6th decade and early onset is generally associated to a more severe phenotype which may include foot drop.",Worldwide=<1 / 1 000 000
16915,Distal hereditary motor neuropathy type 2,139525,,Worldwide=<1 / 1 000 000
192,Hereditary neuropathy with liability to pressure palsies,640,A rare neurologic disease characterized by recurrent mononeuropathies usually triggered by minor physical activities innocuous to healthy people.,Europe=1-9 / 100 000;Finland=1-5 / 10 000
12066,Charcot-Marie-Tooth disease type 1E,90658,"A rare subtype of CMT1 characterized by a variable clinical presentation. Onset within the first two years of life with a delay in walking is not uncommon; however, onset may occur later. CMT1E is caused by point mutations in the <i>PMP22</i> (17p12) gene. The disease severity depends on the particular <i>PMP22</i> mutation, with some cases being very mild and even resembling hereditary neuropathy with liability to pressure palsies, while others having an earlier onset with a more severe phenotype (reminiscent of Dejerine-Sottas syndrome) than that seen in CMT1A, caused by gene duplication. These severe cases may also report deafness and much slower motor nerve conduction velocities compared to CMT1A patients.",Unknown
13933,Acute inflammatory demyelinating polyradiculoneuropathy,98916,A rare inflammatory neuropathy belonging to the clinical spectrum of Guillain-Barré syndrome (GBS).,Europe=1-9 / 100 000
14792,Charcot-Marie-Tooth disease type 1A,101081,,Norway=6-9 / 10 000;United Kingdom=1-5 / 10 000;Worldwide=1-5 / 10 000
25162,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency,477857,"A rare primary immunodeficiency characterized by increased susceptibility to infections with <i>candida albicans</i> and weakly pathogenic mycobacteria, such as <i>mycobacterium bovis</i>. Patients present in infancy with chronic mucocutaneous candidiasis of varying severity, disseminated mycobacterial disease, absence of palpable axillary and cervical lymph nodes, reduced thymus size, and variable hepatosplenomegaly. The immunological phenotype comprises mild T-cell lymphopenia, absence of type 1 natural killer T-cells and mucosal-associated invariant T-cells, and low levels of type 3 innate lymphoid cells.",Worldwide=<1 / 1 000 000
16908,Autosomal recessive ataxia due to ubiquinone deficiency,139485,This syndrome is characterised by childhood-onset progressive ataxia and cerebellar atrophy.,Worldwide=<1 / 1 000 000
23724,ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement,457375,"A rare, genetic, neurometabolic disease characterized by early onset encephalopathy with progressive microcephaly, severe global development delay, seizures, hypotonia, feeding difficulties, variable cardiac abnormalities, and cataracts. Brain MRI shows distinct pattern with high T2 signal and restricted diffusion in the posterior limb of the internal capsule in combination with delayed myelination and progressive cerebral atrophy. The disease is typically fatal.",Worldwide=<1 / 1 000 000
24170,Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome,466794,"A rare autosomal recessive axonal hereditary motor and sensory neuropathy characterized by infantile onset of recurrent episodes of acute liver failure (resulting in chronic liver fibrosis and hepatosplenomegaly), delayed motor development, cerebellar dysfunction presenting as gait disturbances and intention tremor, neurogenic stuttering, and motor and sensory neuropathy with muscle weakness especially in the lower legs, and numbness. Mild intellectual disability was reported in some patients. MRI of the brain shows non-progressive atrophy of the cerebellar vermis and thinning of the optic nerve.",Worldwide=<1 / 1 000 000
25087,Hereditary pediatric Behçet-like disease,476102,"A rare autosomal dominant autoinflammatory syndrome characterized by early onset systemic inflammation with autoimmune manifestations and more rarely, humoral immune deficiency and increased production of circulating proinflammatory cytokines, variably manifesting with recurrent oral aphthous ulcers, genital ulcers, arthralgia or arthritis, periodic fever, uveitis, and severe gastrointestinal involvement (pain, diarrhea, vomiting, rectal bleeding).",Worldwide=<1 / 1 000 000
20582,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion,284169,"Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion is a rare, genetic syndromic intellectual disability characterized by developmental delay, hypotonia, speech delay, mild to moderate intellectual disability, abnormal behavior (autistic, aggressive, hyperactive) and dysmorphic facial features, including synophrys or thick eyebrows, deep set eyes, bulbous nasal tip and full cheeks. Congenital heart and brain anomalies, visual and hearing impairment are also common.",Worldwide=<1 / 1 000 000
24183,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation,466950,,Worldwide=<1 / 1 000 000
25205,Progressive familial intrahepatic cholestasis type 5,480476,,Worldwide=<1 / 1 000 000
24010,Spastic paraplegia-severe developmental delay-epilepsy syndrome,464282,"Spastic paraplegia-severe developmental delay-epilepsy syndrome is a rare, genetic, complex spastic paraplegia disorder characterized by an infantile-onset of psychomotor developmental delay with severe intellectual disability and poor speech acquisition, associated with seizures (mostly myoclonic), muscular hypotonia which may be noted at birth, and slowly progressive spasticity in the lower limbs leading to severe gait disturbances. Ocular abnormalities and incontinence are commonly associated. Other symptoms may include verbal dyspraxia, hypogenitalism, macrocephaly and sensorineural hearing loss, as well as dystonic movements and ataxia with upper limb involvement.",Worldwide=<1 / 1 000 000
21460,12p12.1 microdeletion syndrome,313884,"12p12.1 microdeletion syndrome is a rare chromosomal anomaly syndrome, resulting from the partial deletion of the short arm of chromosome 12, characterized by intellectual disability, global developmental delay with prominent language impairment, behavioral abnormalities and mild facial dysmorphism (incl. frontal bossing, downslanting palpebral fissures, epicanthal folds, broad, depressed nasal bridge with bulbous nasal tip, low-set ears with underdeveloped helices). Other associated features may include skeletal abnormalities (butterfly vertebrae, scoliosis), strabismus, optic nerve hypoplasia, and brain malformations.",Worldwide=<1 / 1 000 000
21461,Developmental and speech delay due to SOX5 deficiency,313892,"Developmental and speech delay due to SOX5 deficiency is a rare genetic syndromic intellectual disability characterized by mild to severe global developmental delay, intellectual disability and behavioral abnormalities, hypotonia, strabismus, optic nerve hypoplasia and mild facial dysmorphic features (down slanting palpebral fissures, frontal bossing, crowded teeth, auricular abnormalities and prominent philtral ridges). Other associated clinical features may include seizures and skeletal anomalies (kyphosis/scoliosis, pectus deformities).",Worldwide=<1 / 1 000 000
25166,Combined oxidative phosphorylation defect type 29,478029,"A rare mitochondrial oxidative phosphorylation disorder characterized by microcephaly, global developmental delay, spastic-dystonic movement disorder, intractable seizures, optic atrophy, autonomic dysfunction, and peripheral neuropathy. Serum lactate is increased, and muscle biopsy shows decreased activity of mitochondrial respiratory complexes I and III. Brain imaging reveals progressive cerebellar atrophy and delayed myelination.",Worldwide=<1 / 1 000 000
24169,Macrocephaly-intellectual disability-left ventricular non compaction syndrome,466791,"Macrocephaly-intellectual disability-left ventricular non compaction syndrome is a rare, genetic, syndromic intellectual disability characterized by motor and cognitive developmental delay with language impairment, macrocephaly, hypotonia, dysmorphic facial features (including long face, slanting palpebral fissures and prominent, flattened nose) and left ventricular noncompaction cardiomyopathy. Patients also present skeletal abnormalities (e.g. scoliosis, finger clinodactyly, pes planus), slender build and shy behavior. Strabismus and various neurological signs (including ataxia, tremor and hyperreflexia) may be associated, as well as epilepsy, autism and MRI findings showing a small cerebellum and abnormalities of the corpus callosum. A phenotypic variant with no cardiac involvement has been reported.",Worldwide=<1 / 1 000 000
22835,Autosomal recessive spastic paraplegia type 67,401820,"Autosomal recessive spastic paraplegia type 67 is an extremely rare, complex hereditary spastic paraplegia characterized by an infancy or childhood onset of global developmental delay and progressive spasticity with tremor in the distal limbs, increased deep tendon reflexes and extensor plantar responses, which may be associated with mild intellectual disability. Additional features include muscle wasting and cerebellar abnormalities.",Worldwide=<1 / 1 000 000
25408,Transketolase deficiency,488618,"A rare disorder of pentose phosphate metabolism characterized by developmental delay and intellectual disability, delayed or absent speech, short stature, and congenital heart defects (such as ventricular septal defect, atrial septal defect, and patent foramen ovale). Additional reported features include hypotonia, hyperactivity, stereotypic behavior, ophthalmologic abnormalities (bilateral cataract, uveitis, strabismus), hearing impairment, and variable facial dysmorphism, among others. Laboratory analysis shows elevated plasma and urinary polyols (erythritol, arabitol, and ribitol) and urinary sugar-phosphates (ribose-5-phosphate and xylulose/ribulose-5-phosphate).",Worldwide=<1 / 1 000 000
25228,X-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability,480880,"A rare genetic multiple congenital anomalies/dysmorphic syndrome characterized by global developmental delay, intellectual disability, and dysmorphic facial features (such as facial asymmetry, prominent forehead, short palpebral fissures, low nasal bridge, smooth and long philtrum, thin upper lip, and low-set, posteriorly rotated, dysplastic ears), exclusively affecting females. Additional reported manifestations include short stature, choanal atresia, scoliosis, congenital ocular, dental, cardiac, and urogenital anomalies, as well as hypotonia, seizures, and structural brain abnormalities, among others.",Worldwide=<1 / 1 000 000
3657,Dehydrated hereditary stomatocytosis,3202,"Dehydrated hereditary stomatocytosis (DHS) is a rare hemolytic anemia characterized by a decreased red cell osmotic fragility due to a defect in cation permeability, resulting in red cell dehydration and mild to moderate compensated hemolysis. Pseudohyperkalemia (loss of potassium ions from red cells on storage at room temperature) is sometimes observed.",Worldwide=<1 / 1 000 000
20883,Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome,293864,"Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome is a rare, potentially fatal, genetic, visceral malformation syndrome characterized by neonatal diabetes, hypoplastic or annular pancreas, duodenal and jejunal atresia, as well as gallbladder aplasia or hypoplasia. Patients typically present intrauterine growth restriction, failure to thrive, malnutrition, intestinal malrotation, malabsorption, conjugated hyperbilirubinemia, acholia and infections. Cardiac anomalies may also be associated.",Worldwide=<1 / 1 000 000
19305,1q44 microdeletion syndrome,238769,"1q44 microdeletion syndrome is a newly described syndrome associated with facial dysmorphism, developmental delay, in particular of expressive speech, seizures and hypotonia.",Worldwide=<1 / 1 000 000
28767,WARS2-related combined oxidative phosphorylation defect,572798,,Worldwide=<1 / 1 000 000
22846,Multiple mitochondrial dysfunctions syndrome type 2,401874,"A rare mitochondrial disease characterized by infantile onset of severe regression after a period of normal development, epileptic encephalopathy, hypotonia, movement disorder, cardiomyopathy, hyperglycinemia, and lactic acidosis. Optic atrophy may also be present. Brain imaging findings are highly variable and include white matter abnormalities. The disease is typically fatal in infancy.",Worldwide=<1 / 1 000 000
21457,Familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome,313846,"Familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome is a rare, inherited cancer-predisposing syndrome characterized by an early development of cutaneous telangiectasia, mild dental and nail anomalies, patchy alopecia over the affected skin areas and increased lifetime risk for oropharyngeal cancer. Other types of cancer have also been reported.",Worldwide=<1 / 1 000 000
22105,Facial dysmorphism-immunodeficiency-livedo-short stature syndrome,352712,"Facial dysmorphism-immunodeficiency-livedo-short stature syndrome is a rare genetic disease characterized by facial dysmorphism with malar hypoplasia and high forehead, immunodeficiency resulting in recurrent infections, impaired growth (with normal growth hormone production and response) resulting in short stature, and livedo affecting face and extremities. Immunological analyses show low memory B-cell and naïve T cell counts, decreased T cell proliferation, and reduced IgM, IgG2 and IgG4 titers. Patients do not exhibit increased susceptibility to cancer.",Worldwide=<1 / 1 000 000
25329,Prenatal-onset spinal muscular atrophy with congenital bone fractures,486811,"A rare genetic motor neuron disease characterized by decreased or absent fetal movements, congenital proximal and distal joint contractures (consistent with arthrogryposis multiplex congenita), and multiple congenital fractures of the long bones. Further manifestations are neonatal respiratory distress, severe muscular hypotonia, areflexia, dysphagia, congenital heart defects, and dysmorphic facial features. Muscle biopsy shows increased fiber-size variation and grouping of larger type I fibers. The disease is usually fatal in infancy due to respiratory failure.",Worldwide=<1 / 1 000 000
25330,Congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome,486815,"A rare congenital muscular dystrophy characterized by neonatal hypotonia, life-threatening respiratory failure, and feeding difficulties, furthermore by delayed motor development, severe muscle weakness predominantly affecting axial muscles (leading to poor head control, rigid cervical spine, and severe scoliosis), generalized joint laxity with no or mild contractures, as well as dry skin with follicular hyperkeratosis. Serum creatine kinase is normal or slightly elevated. Muscle biopsy shows fiber size variability, rounded fibers with mild increase of endomysial connective tissue and adipose replacement, abundant minicore lesions, increase of centrally located nuclei, angular fibers, and cap lesions.",Worldwide=<1 / 1 000 000
25993,16p13.2 microdeletion syndrome,500055,"A partial deletion of the short arm of chromosome 16 characterized by developmental delay, intellectual disability, speech delay, autism spectrum disorder, epilepsy, hypogonadism, and hypotonia. The behavioral profile includes impulsivity, compulsivity, stubbornness, manipulative behaviors, temper tantrums, and aggressive behaviors.",Worldwide=<1 / 1 000 000
25224,Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,"Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome is a rare, genetic, neurodegenerative disease characterized by episodic metabolic encephalomyopathic crises (of variable frequency and severity which are frequently precipitated by an acute illness) which manifest with profound muscle weakness, ataxia, seizures, cardiac arrhythmias, rhabdomyolysis with myoglobinuria, elevated plasma creatine kinase, hypoglycemia, lactic acidosis, increased acylcarnitines and a disorientated or comatose state. Global developmental delay, intellectual disability and cortical, pyramidal and cerebellar signs develop with subsequent progressive neurodegeneration causing loss of expressive language and varying degrees of cerebral atrophy.",Worldwide=<1 / 1 000 000
1632,Greenberg dysplasia,1426,"Greenberg dysplasia is a very rare lethal skeletal dysplasia characterized by fetal hydrops, short limbs and abnormal chondro-osseous calcification. The disease is characterized by early <i>in utero</i> lethality and affected fetuses are considered as nonviable.",Worldwide=<1 / 1 000 000
8608,Reynolds syndrome,779,Reynolds syndrome (RS) is an autoimmune disorder characterized by the association of primary biliary cirrhosis (PBC) with limited cutaneous systemic sclerosis (lcSSc) (see these terms).,Unknown
23566,Regressive spondylometaphyseal dysplasia,448267,"Regressive spondylometaphyseal dysplasia is a rare, primary bone dysplasia characterized by mild short stature, rhizomelic shortening of the arms and legs, bowing of long bones with widened and irregular metaphyses, thoracolumbar kyphosis, and metacarpal shortening. A marked improvement of the radiologic skeletal features is typical. Pelger-Huet anomaly (i.e. dumbbell shape bilobed nuclei of neutrophils) is a characteristic hematological feature of this disease.",Worldwide=<1 / 1 000 000
13859,Lymphomatoid papulosis,98842,"Lymphomatoid papulosis (LyP) is a rare cutaneous condition characterized by chronic, recurrent, and self-regressing papulonodular skin eruptions. It belongs to the spectrum of primary cutaneous CD30+ lymphoproliferative disorders, along with primary cutaneous anaplastic large cell lymphoma (primary C-ALCL; see this term) with which it shares overlapping clinical and histopathologic features.",Unknown
21147,Primary cutaneous anaplastic large cell lymphoma,300865,Primary cutaneous anaplastic large cell lymphoma (C-ALCL) is a rare T-cell non-Hodgkin lymphoma that affects the skin and generally shows no extracutaneous involvement at presentation. It belongs to the spectrum of primary cutaneous CD30+ lymphoproliferative disorders along with lymphomatoid papulosis (see this term) with which it shares overlapping clinical and histopathologic features.,Unknown
22001,Susceptibility to infection due to TYK2 deficiency,331226,"Susceptibility to infection due to TYK2 deficiency is a rare primary immunodeficiency characterized by increased susceptibility to intracellular bacterial and viral infection, with or without increased serum IgE. Clinical manifestations are highly variable, depending on the infection type and location, and can include recurrent otitis, sinusitis, pulmonary and cutaneous infections, meningitis and internal abscesses.",Worldwide=<1 / 1 000 000
2468,"Oculocerebrofacial syndrome, Kaufman type",2707,"A rare, genetic, syndromic intellectual disability characterized by severe intellectual disability, distinctive craniofacial features and variable multiple congenital anomalies including ocular, brain, urogenital and skeletal abnormalities.",Worldwide=<1 / 1 000 000
19736,Autosomal recessive intermediate Charcot-Marie-Tooth disease type B,254334,"An extremely rare subtype of autosomal recessive intermediate Charcot-Marie-Tooth (CMT) disease characterized by a CMT neuropathy associated with developmental delay, self-abusive behavior, dysmorphic features and vestibular Schwannoma. Motor nerve conduction velocities demonstrate features of both demyelinating and axonal pathology.",Worldwide=<1 / 1 000 000
25410,TBCK-related intellectual disability syndrome,488632,"TBCK-related intellectual disability syndrome is a rare, genetic, syndromic intellectual disability characterized by usually profound intellectual disability with absent speech, severe infantile hypotonia with decreased or absent reflexes, markedly slow motor development (with no progress beyond the ability to sit independently), early-onset epilepsy, strabismus and post-natal onset of progressive brain atrophy (incl. loss of brain volume, ex vacuo ventriculomegaly, dysgenesis of corpus callosum, white matter abnormalities ranging from non-specific changes to leukodystrophy). Swallowing difficulties, respiratory insufficiency, osteoporosis and variable craniofacial dysmorphisms (incl. plagio/brachicephaly, bitemporal narrowing, high-arched eyebrows, high nasal bridge, anteverted nares, high palate, tented upper lip) may constitute additional clinical features.",Worldwide=<1 / 1 000 000
21783,Combined oxidative phosphorylation defect type 11,324535,"A rare, genetic, mitochondrial oxidative phosphorylation disorder characterized by a highly variable phenotype which ranges from a fatal neonatal/infantile encephalomyopathy with lactic acidosis, hyporeflexia/areflexia, severe hypotonia and respiratory failure to less severe cases presenting with central hypotonia, global developmental delay, congenital sensorineural hearing loss, and renal disease. Additional, variably observed, clinical features include intellectual disability, seizures, and cardiomyopathy.",Worldwide=<1 / 1 000 000
3365,Cystathioninuria,212,A rare inborn error of metabolism characterized by abnormal accumulation of plasma cystathionine and subsequent increased urinary excretion due to cystathionine gamma-lyase deficiency. The condition is considered benign without pathological relevance. Mode of inheritance is autosomal recessive.,Canada=1-9 / 100 000;Europe=1-9 / 100 000
19468,Dimethylglycine dehydrogenase deficiency,243343,Dimethylglycine dehydrogenase deficiency is an extremely rare autosomal recessive glycine metabolism disorder characterized clinically in the single reported case to date by muscle fatigue and a fish-like odor.,Worldwide=<1 / 1 000 000
21104,Connective tissue disorder due to lysyl hydroxylase-3 deficiency,300284,"Connective tissue disorder due to lysyl hydroxylase-3 deficiency is a rare, genetic disease, caused by lack of lysyl hydrohylase 3 (LH3) activity, characterized by multiple tissue and organ involvement, including skeletal abnormalities (club foot, progressive scoliosis, osteopenia, pathologic fractures), ocular involvement (flat retinae, myopia, cataracts) and hair, nail and skin anomalies (coarse, abnormally distributed hair, skin blistering, reduced palmar creases, hypoplastic nails). Patients also present intrauterine growth retardation, facial dysmorphism (flat facial profile, low-set ears, shallow orbits, short and upturned nose, downturned corners of mouth) and joint flexion contractures. Growth and developmental delay, bilateral sensorineural deafness, friable diaphragm and later-onset spontaneous vascular ruptures are additional reported features.",Worldwide=<1 / 1 000 000
25674,MIRAGE syndrome,494433,"A rare genetic disease characterized by pre- and postnatal growth restriction, developmental delay, adrenal hypoplasia, genital abnormalities (such as microphallus, hypospadias, or cryptorchidism), thrombocytopenia and/or anemia, recurrent severe invasive infections, and enteropathy with chronic diarrhea. Myelodysplastic syndrome and dysmorphic features (including downslanting palpebral fissures, low-set and posteriorly rotated ears, anteverted nares, camptodactyly, and arachnodactyly, among others) may also be observed.",Worldwide=<1 / 1 000 000
